,Year,day,,Time,Levels(ft),Inflows(Cs),Disch(Cs)
28,2004,28 February 2004,59,2004.158,1566.18,5852,18800
29,2004,29 February 2004,60,2004.161,1565.04,5734,18913
1,2004,01 March 2004,61,2004.164,1563.84,4927,18800
2,2004,02 March 2004,62,2004.167,1562.54,4621,19650
3,2004,03 March 2004,63,2004.169,1561.16,4106,20058
4,2004,04 March 2004,64,2004.172,1559.74,4477,20418
5,2004,05 March 2004,65,2004.175,1558.2,5328,20313
6,2004,06 March 2004,66,2004.178,1556.75,6091,20200
7,2004,07 March 2004,67,2004.180,1555.32,6361,20275
8,2004,08 March 2004,68,2004.183,1553.88,5999,20012
9,2004,09 March 2004,69,2004.186,1552.38,5793,20388
10,2004,10 March 2004,70,2004.189,1550.9,5801,20200
11,2004,11 March 2004,71,2004.191,1549.45,6089,20200
12,2004,12 March 2004,72,2004.194,1548.17,7713,20163
13,2004,13 March 2004,73,2004.197,1546.83,6863,19902
14,2004,14 March 2004,74,2004.199,1545.33,6122,20717
15,2004,15 March 2004,75,2004.202,1543.8,5278,20166
16,2004,16 March 2004,76,2004.205,1542.26,5307,20291
17,2004,17 March 2004,77,2004.208,1540.86,6452,20075
18,2004,18 March 2004,78,2004.210,1539.47,7743,20200
19,2004,19 March 2004,79,2004.213,1538.14,9975,20234
20,2004,20 March 2004,80,2004.216,1536.82,10022,20200
21,2004,21 March 2004,81,2004.219,1535.51,9570,19675
22,2004,22 March 2004,82,2004.221,1534.35,8969,17916
23,2004,23 March 2004,83,2004.224,1533.14,9071,18404
24,2004,24 March 2004,84,2004.227,1531.97,8924,17950
25,2004,25 March 2004,85,2004.230,1530.63,8024,18358
26,2004,26 March 2004,86,2004.232,1529.26,7236,17800
27,2004,27 March 2004,87,2004.235,1527.76,6489,18061
28,2004,28 March 2004,88,2004.238,1526.25,6153,17800
29,2004,29 March 2004,89,2004.240,1524.8,6614,17800
30,2004,30 March 2004,90,2004.243,1523.32,6432,17843
31,2004,31 March 2004,91,2004.246,1521.86,6538,17800
1,2004,01 April 2004,92,2004.249,1520.56,6361,16389
2,2004,02 April 2004,93,2004.251,1519.66,6920,13384
3,2004,03 April 2004,94,2004.254,1518.25,7772,16673
4,2004,04 April 2004,95,2004.257,1517.1,8146,15406
5,2004,05 April 2004,96,2004.260,1516.25,7800,13170
6,2004,06 April 2004,97,2004.262,1515.34,7470,13213
7,2004,07 April 2004,98,2004.265,1514.56,8464,13387
8,2004,08 April 2004,99,2004.268,1513.92,9129,13170
9,2004,09 April 2004,100,2004.270,1513.38,9676,13084
10,2004,10 April 2004,101,2004.273,1512.7,9008,13300
11,2004,11 April 2004,102,2004.276,1511.79,7651,13396
12,2004,12 April 2004,103,2004.279,1510.77,6230,12670
13,2004,13 April 2004,104,2004.281,1509.82,6843,12843
14,2004,14 April 2004,105,2004.284,1508.89,6930,12800
15,2004,15 April 2004,106,2004.287,1507.97,6993,12800
16,2004,16 April 2004,107,2004.290,1507.01,6697,12757
17,2004,17 April 2004,108,2004.292,1506.08,6930,12800
18,2004,18 April 2004,109,2004.295,1505.25,7560,12800
19,2004,19 April 2004,110,2004.298,1504.52,8193,12800
20,2004,20 April 2004,111,2004.301,1503.78,8124,12800
21,2004,21 April 2004,112,2004.303,1503.3,11417,14447
22,2004,22 April 2004,113,2004.306,1502.71,11884,15604
23,2004,23 April 2004,114,2004.309,1502.04,10720,14949
24,2004,24 April 2004,115,2004.311,1500.97,8588,15343
25,2004,25 April 2004,116,2004.314,1500.12,10207,15573
26,2004,26 April 2004,117,2004.317,1499.02,9416,15800
27,2004,27 April 2004,118,2004.320,1497.86,9091,15756
28,2004,28 April 2004,119,2004.322,1496.94,10470,15757
29,2004,29 April 2004,120,2004.325,1496.48,13158,15800
30,2004,30 April 2004,121,2004.328,1496.02,12053,14696
1,2004,01 May 2004,122,2004.331,1495.39,13286,16904
2,2004,02 May 2004,123,2004.333,1494.52,14000,18995
3,2004,03 May 2004,124,2004.336,1493.02,11280,19900
4,2004,04 May 2004,125,2004.339,1491.14,8805,19606
5,2004,05 May 2004,126,2004.342,1489.47,9230,18819
6,2004,06 May 2004,127,2004.344,1487.8,8805,18400
7,2004,07 May 2004,128,2004.347,1486.23,9379,18400
8,2004,08 May 2004,129,2004.350,1484.75,9902,18400
9,2004,09 May 2004,130,2004.352,1483.48,11102,18400
10,2004,10 May 2004,131,2004.355,1482.16,10819,18400
11,2004,11 May 2004,132,2004.358,1480.56,9656,18848
12,2004,12 May 2004,133,2004.361,1478.81,10622,20295
13,2004,13 May 2004,134,2004.363,1477.59,13882,20500
14,2004,14 May 2004,135,2004.366,1476.45,14273,20457
15,2004,15 May 2004,136,2004.369,1475.4,14804,20500
16,2004,16 May 2004,137,2004.372,1474.85,17472,20456
17,2004,17 May 2004,138,2004.374,1474.7,19686,20500
18,2004,18 May 2004,139,2004.377,1474.89,21575,20544
19,2004,19 May 2004,140,2004.380,1475.25,22301,20456
20,2004,20 May 2004,141,2004.383,1475.45,21650,20457
21,2004,21 May 2004,142,2004.385,1476.28,24173,19932
22,2004,22 May 2004,143,2004.388,1477.54,24496,18056
23,2004,23 May 2004,144,2004.391,1478.64,23721,18100
24,2004,24 May 2004,145,2004.393,1479.7,23389,17970
25,2004,25 May 2004,146,2004.396,1480.4,21847,18100
26,2004,26 May 2004,147,2004.399,1480.44,17710,17489
27,2004,27 May 2004,148,2004.402,1479.92,15954,18798
28,2004,28 May 2004,149,2004.404,1479.56,16216,18056
29,2004,29 May 2004,150,2004.407,1479,15238,18100
30,2004,30 May 2004,151,2004.410,1478.32,14624,18100
31,2004,31 May 2004,152,2004.413,1477.86,15838,18187
1,2004,01 June 2004,153,2004.415,1478,19454,18740
2,2004,02 June 2004,154,2004.418,1477.14,20904,23255
3,2004,03 June 2004,155,2004.421,1476.75,18342,22379
4,2004,04 June 2004,156,2004.423,1475.86,18008,22556
5,2004,05 June 2004,157,2004.426,1474.87,17497,22557
6,2004,06 June 2004,158,2004.429,1473.7,16692,22672
7,2004,07 June 2004,159,2004.432,1473.19,17752,20359
8,2004,08 June 2004,160,2004.434,1473.01,19793,20713
9,2004,09 June 2004,161,2004.437,1472.74,19420,20800
10,2004,10 June 2004,162,2004.440,1471.49,14368,20757
11,2004,11 June 2004,163,2004.443,1470.12,13798,20800
12,2004,12 June 2004,164,2004.445,1468.64,13278,20843
13,2004,13 June 2004,165,2004.448,1467.14,13134,20800
14,2004,14 June 2004,166,2004.451,1466.11,15536,20800
15,2004,15 June 2004,167,2004.454,1467.26,23133,17255
16,2004,16 June 2004,168,2004.456,1469.66,27224,14958
17,2004,17 June 2004,169,2004.459,1472.45,29260,15000
18,2004,18 June 2004,170,2004.462,1476,33101,14958
19,2004,19 June 2004,171,2004.464,1479.65,33655,15000
20,2004,20 June 2004,172,2004.467,1483.39,35553,15000
21,2004,21 June 2004,173,2004.470,1486.62,33700,15821
22,2004,22 June 2004,174,2004.473,1489,33070,19897
23,2004,23 June 2004,175,2004.475,1490.79,29841,19932
24,2004,24 June 2004,176,2004.478,1492.04,26918,20000
25,2004,25 June 2004,177,2004.481,1493.18,26310,20000
26,2004,26 June 2004,178,2004.484,1494.01,24595,20000
27,2004,27 June 2004,179,2004.486,1494.04,20132,19966
28,2004,28 June 2004,180,2004.489,1493.65,17875,20035
29,2004,29 June 2004,181,2004.492,1493.08,16811,19966
30,2004,30 June 2004,182,2004.495,1492.63,17543,20034
1,2004,01 July 2004,183,2004.497,1493.15,22730,19852
2,2004,02 July 2004,184,2004.500,1493.87,22884,18898
3,2004,03 July 2004,185,2004.503,1495.34,27308,19171
4,2004,04 July 2004,186,2004.505,1497.09,28686,19000
5,2004,05 July 2004,187,2004.508,1499.25,31082,19126
6,2004,06 July 2004,188,2004.511,1501.93,35145,18958
7,2004,07 July 2004,189,2004.514,1504.38,34278,19000
8,2004,08 July 2004,190,2004.516,1507.3,37209,19000
9,2004,09 July 2004,191,2004.519,1511.36,44234,18916
10,2004,10 July 2004,192,2004.522,1514,35504,19042
11,2004,11 July 2004,193,2004.525,1515.77,30080,19042
12,2004,12 July 2004,194,2004.527,1517.1,27378,19084
13,2004,13 July 2004,195,2004.530,1518.38,26982,19000
14,2004,14 July 2004,196,2004.533,1519.69,27001,18832
15,2004,15 July 2004,197,2004.536,1520.92,28226,19042
16,2004,16 July 2004,198,2004.538,1522.21,29165,19000
17,2004,17 July 2004,199,2004.541,1523.53,29042,19000
18,2004,18 July 2004,200,2004.544,1524.83,29329,19084
19,2004,19 July 2004,201,2004.546,1526.11,29088,19000
20,2004,20 July 2004,202,2004.549,1527.44,29480,19000
21,2004,21 July 2004,203,2004.552,1528.42,26605,18881
22,2004,22 July 2004,204,2004.555,1529.08,24226,19024
23,2004,23 July 2004,205,2004.557,1529.72,25130,20087
24,2004,24 July 2004,206,2004.560,1530.31,24649,20000
25,2004,25 July 2004,207,2004.563,1530.54,21856,20044
26,2004,26 July 2004,208,2004.566,1530.9,22838,20000
27,2004,27 July 2004,209,2004.568,1531.74,26619,20000
28,2004,28 July 2004,210,2004.571,1532.98,29773,20000
29,2004,29 July 2004,211,2004.574,1534.58,32609,20000
30,2004,30 July 2004,212,2004.577,1536.72,36864,20000
31,2004,31 July 2004,213,2004.579,1538.68,35447,20000
1,2004,01 August 2004,214,2004.582,1540.77,37191,19573
2,2004,02 August 2004,215,2004.585,1542.39,34136,18956
3,2004,03 August 2004,216,2004.587,1544.04,34464,19000
4,2004,04 August 2004,217,2004.590,1547.28,46775,16458
5,2004,05 August 2004,218,2004.593,1548.14,24694,16634
6,2004,06 August 2004,219,2004.596,1549.34,27284,16040
7,2004,07 August 2004,220,2004.598,1551.1,34320,15826
8,2004,08 August 2004,221,2004.601,1553.14,35993,16875
9,2004,09 August 2004,222,2004.604,1555.46,38614,16874
10,2004,10 August 2004,223,2004.607,1557.55,36503,16915
11,2004,11 August 2004,224,2004.609,1559.29,33346,17042
12,2004,12 August 2004,225,2004.612,1561.05,33594,15042
13,2004,13 August 2004,226,2004.615,1562.81,34942,15000
14,2004,14 August 2004,227,2004.617,1564.51,34304,15043
15,2004,15 August 2004,228,2004.620,1566.14,33470,15000
16,2004,16 August 2004,229,2004.623,1567.8,33851,15042
17,2004,17 August 2004,230,2004.626,1570.07,40763,15042
18,2004,18 August 2004,231,2004.628,1573.06,48934,16271
19,2004,19 August 2004,232,2004.631,1575.7,44744,14831
20,2004,20 August 2004,233,2004.634,1577.4,34262,15000
21,2004,21 August 2004,234,2004.637,1578.85,31263,14832
22,2004,22 August 2004,235,2004.639,1580.06,28932,15126
23,2004,23 August 2004,236,2004.642,1581.31,31183,15000
24,2004,24 August 2004,237,2004.645,1582.64,32174,14958
25,2004,25 August 2004,238,2004.648,1583.8,30016,15000
26,2004,26 August 2004,239,2004.650,1585.44,35943,15166
27,2004,27 August 2004,240,2004.653,1586.51,28853,15000
28,2004,28 August 2004,241,2004.656,1587.41,26650,15000
29,2004,29 August 2004,242,2004.658,1588.2,25184,14958
30,2004,30 August 2004,243,2004.661,1588.92,24363,15042
31,2004,31 August 2004,244,2004.664,1589.57,23415,15000
1,2004,01 September 2004,245,2004.667,1590.19,23026,15000
2,2004,02 September 2004,246,2004.669,1590.66,21429,15345
3,2004,03 September 2004,247,2004.672,1591.07,20727,15419
4,2004,04 September 2004,248,2004.675,1591.46,20299,15250
5,2004,05 September 2004,249,2004.678,1591.87,20557,15250
6,2004,06 September 2004,250,2004.680,1592.25,20341,15422
7,2004,07 September 2004,251,2004.683,1592.65,20428,15250
8,2004,08 September 2004,252,2004.686,1593.04,20299,15250
9,2004,09 September 2004,253,2004.689,1593.42,20169,15250
10,2004,10 September 2004,254,2004.691,1593.86,20990,15294
11,2004,11 September 2004,255,2004.694,1594.36,21767,15293
12,2004,12 September 2004,256,2004.697,1594.88,21981,15250
13,2004,13 September 2004,257,2004.699,1595.45,21981,15250
14,2004,14 September 2004,258,2004.702,1595.86,21205,15250
15,2004,15 September 2004,259,2004.705,1596.38,21983,15250
16,2004,16 September 2004,260,2004.708,1597.46,29317,15337
17,2004,17 September 2004,261,2004.710,1598.02,22499,15250
18,2004,18 September 2004,262,2004.713,1598.39,20040,15250
19,2004,19 September 2004,263,2004.716,1598.46,16199,15293
20,2004,20 September 2004,264,2004.719,1598.57,16544,15120
21,2004,21 September 2004,265,2004.721,1598.66,16105,14940
22,2004,22 September 2004,266,2004.724,1598.8,15742,14030
23,2004,23 September 2004,267,2004.727,1598.94,15526,13713
24,2004,24 September 2004,268,2004.730,1599.08,14813,13000
25,2004,25 September 2004,269,2004.732,1599.07,12870,13000
26,2004,26 September 2004,270,2004.735,1599.03,12309,12827
27,2004,27 September 2004,271,2004.738,1598.99,12482,13000
28,2004,28 September 2004,272,2004.740,1598.89,11748,13043
29,2004,29 September 2004,273,2004.743,1598.86,12656,13044
30,2004,30 September 2004,274,2004.746,1598.9,13344,12826
1,2004,01 October 2004,275,2004.749,1598.73,10847,13048
2,2004,02 October 2004,276,2004.751,1598.61,10554,12107
3,2004,03 October 2004,277,2004.754,1598.67,12411,11635
4,2004,04 October 2004,278,2004.757,1599.03,16811,12150
5,2004,05 October 2004,279,2004.760,1599.43,17328,12150
6,2004,06 October 2004,280,2004.762,1599.65,14998,12150
7,2004,07 October 2004,281,2004.765,1599.61,11633,12150
8,2004,08 October 2004,282,2004.768,1599.55,11415,12912
9,2004,09 October 2004,283,2004.770,1599.46,11112,12277
10,2004,10 October 2004,284,2004.773,1599.34,10513,12066
11,2004,11 October 2004,285,2004.776,1599.28,11078,11855
12,2004,12 October 2004,286,2004.779,1599.88,19184,12150
13,2004,13 October 2004,287,2004.781,1600.36,18258,11492
14,2004,14 October 2004,288,2004.784,1600.66,16366,12021
15,2004,15 October 2004,289,2004.787,1600.72,13240,12371
16,2004,16 October 2004,290,2004.790,1600.78,12935,12066
17,2004,17 October 2004,291,2004.792,1600.82,12729,12150
18,2004,18 October 2004,292,2004.795,1600.78,11697,12276
19,2004,19 October 2004,293,2004.798,1600.72,11281,12150
20,2004,20 October 2004,294,2004.801,1600.62,10744,12192
21,2004,21 October 2004,295,2004.803,1600.48,10205,12232
22,2004,22 October 2004,296,2004.806,1600.25,9860,13192
23,2004,23 October 2004,297,2004.809,1599.94,8754,13150
24,2004,24 October 2004,298,2004.811,1599.6,8790,13192
25,2004,25 October 2004,299,2004.814,1599.32,9526,13150
26,2004,26 October 2004,300,2004.817,1599.03,9353,13108
27,2004,27 October 2004,301,2004.820,1598.72,9095,13108
28,2004,28 October 2004,302,2004.822,1598.43,9395,13150
29,2004,29 October 2004,303,2004.825,1598.08,8620,13150
30,2004,30 October 2004,304,2004.828,1597.72,8532,13192
31,2004,31 October 2004,305,2004.831,1597.33,8185,13234
1,2004,01 November 2004,306,2004.833,1596.92,7876,13183
2,2004,02 November 2004,307,2004.836,1596.52,8272,13450
3,2004,03 November 2004,308,2004.839,1596.06,7543,13498
4,2004,04 November 2004,309,2004.842,1595.75,8436,12450
5,2004,05 November 2004,310,2004.844,1595.4,7919,12450
6,2004,06 November 2004,311,2004.847,1595.03,7660,12450
7,2004,07 November 2004,312,2004.850,1594.7,7677,11948
8,2004,08 November 2004,313,2004.852,1594.3,6859,12037
9,2004,09 November 2004,314,2004.855,1593.9,6858,12037
10,2004,10 November 2004,315,2004.858,1593.54,7333,11993
11,2004,11 November 2004,316,2004.861,1593.12,7108,12545
12,2004,12 November 2004,317,2004.863,1592.54,6661,14169
13,2004,13 November 2004,318,2004.866,1592,6756,13747
14,2004,14 November 2004,319,2004.869,1591.44,6709,13958
15,2004,15 November 2004,320,2004.872,1590.89,6582,13703
16,2004,16 November 2004,321,2004.874,1590.28,6070,13966
17,2004,17 November 2004,322,2004.877,1589.71,6184,13562
18,2004,18 November 2004,323,2004.880,1589.04,6450,15124
19,2004,19 November 2004,324,2004.883,1588.46,6584,14093
20,2004,20 November 2004,325,2004.885,1587.82,6419,14704
21,2004,21 November 2004,326,2004.888,1587.17,6205,14619
22,2004,22 November 2004,327,2004.891,1586.57,6081,13848
23,2004,23 November 2004,328,2004.893,1585.86,5876,15068
24,2004,24 November 2004,329,2004.896,1585.17,5568,14500
25,2004,25 November 2004,330,2004.899,1584.49,5739,14542
26,2004,26 November 2004,331,2004.902,1583.81,5655,14458
27,2004,27 November 2004,332,2004.904,1583.12,5533,14465
28,2004,28 November 2004,333,2004.907,1582.41,5554,14745
29,2004,29 November 2004,334,2004.910,1581.72,5484,14416
30,2004,30 November 2004,335,2004.913,1581.01,5309,14500
1,2004,01 December 2004,336,2004.915,1580.29,5262,14584
2,2004,02 December 2004,337,2004.918,1579.79,5683,11816
3,2004,03 December 2004,338,2004.921,1579.31,6103,11542
4,2004,04 December 2004,339,2004.923,1578.79,5650,11542
5,2004,05 December 2004,340,2004.926,1578.27,5693,11585
6,2004,06 December 2004,341,2004.929,1577.78,5948,11500
7,2004,07 December 2004,342,2004.932,1577.28,5919,11584
8,2004,08 December 2004,343,2004.934,1576.78,6009,11675
9,2004,09 December 2004,344,2004.937,1576.26,5950,11842
10,2004,10 December 2004,345,2004.940,1575.74,5908,11800
11,2004,11 December 2004,346,2004.943,1575.2,5726,11844
12,2004,12 December 2004,347,2004.945,1574.68,5822,11714
13,2004,13 December 2004,348,2004.948,1574.13,5610,11842
14,2004,14 December 2004,349,2004.951,1573.56,5341,11800
15,2004,15 December 2004,350,2004.954,1573.02,5429,11547
16,2004,16 December 2004,351,2004.956,1572.48,5646,11765
17,2004,17 December 2004,352,2004.959,1571.89,5315,12000
18,2004,18 December 2004,353,2004.962,1571.28,5019,11931
19,2004,19 December 2004,354,2004.964,1570.66,4907,11932
20,2004,20 December 2004,355,2004.967,1570.17,6206,11758
21,2004,21 December 2004,356,2004.970,1569.56,5517,12429
22,2004,22 December 2004,357,2004.973,1568.81,5390,13887
23,2004,23 December 2004,358,2004.975,1568.05,5389,14000
24,2004,24 December 2004,359,2004.978,1567.3,5575,14075
25,2004,25 December 2004,360,2004.981,1566.56,5616,14000
26,2004,26 December 2004,361,2004.984,1565.8,5389,14000
27,2004,27 December 2004,362,2004.986,1564.94,4180,13925
28,2004,28 December 2004,363,2004.989,1564.08,4218,13962
29,2004,29 December 2004,364,2004.992,1563.21,4180,14038
30,2004,30 December 2004,365,2004.995,1562.37,4293,13811
31,2004,31 December 2004,366,2004.997,1561.52,4251,13882
1,2005,01 January 2005,1,2005.000,1560.88,5362,12613
2,2005,02 January 2005,2,2005.003,1560.35,5032,11038
3,2005,03 January 2005,3,2005.005,1559.68,5270,12234
4,2005,04 January 2005,4,2005.008,1559.11,6614,11956
5,2005,05 January 2005,5,2005.011,1558.48,6396,12300
6,2005,06 January 2005,6,2005.014,1557.8,5844,12216
7,2005,07 January 2005,7,2005.016,1557.1,5608,12168
8,2005,08 January 2005,8,2005.019,1556.39,5480,12134
9,2005,09 January 2005,9,2005.022,1555.66,5361,12202
10,2005,10 January 2005,10,2005.025,1554.95,5379,12032
11,2005,11 January 2005,11,2005.027,1554.24,5514,12168
12,2005,12 January 2005,12,2005.030,1553.52,5353,12100
13,2005,13 January 2005,13,2005.033,1552.79,5224,12066
14,2005,14 January 2005,14,2005.036,1552.06,5259,12100
15,2005,15 January 2005,15,2005.038,1551.33,5157,11998
16,2005,16 January 2005,16,2005.041,1550.56,4885,12100
17,2005,17 January 2005,17,2005.044,1549.73,4321,12100
18,2005,18 January 2005,18,2005.047,1548.92,4510,12100
19,2005,19 January 2005,19,2005.049,1548.13,4553,11956
20,2005,20 January 2005,20,2005.052,1547.34,4840,12244
21,2005,21 January 2005,21,2005.055,1546.58,4835,11956
22,2005,22 January 2005,22,2005.058,1545.79,4696,12100
23,2005,23 January 2005,23,2005.060,1545.02,4846,12062
24,2005,24 January 2005,24,2005.063,1544.23,4735,12138
25,2005,25 January 2005,25,2005.066,1543.45,5070,12380
26,2005,26 January 2005,26,2005.068,1542.69,4774,11896
27,2005,27 January 2005,27,2005.071,1541.87,4416,12100
28,2005,28 January 2005,28,2005.074,1541.1,4578,11794
29,2005,29 January 2005,29,2005.077,1540.41,5341,11807
30,2005,30 January 2005,30,2005.079,1539.73,5323,11294
31,2005,31 January 2005,31,2005.082,1538.97,5413,11400
1,2005,01 February 2005,32,2005.085,1538.26,5511,11107
2,2005,02 February 2005,33,2005.088,1537.56,5131,10648
3,2005,03 February 2005,34,2005.090,1536.9,5299,10500
4,2005,04 February 2005,35,2005.093,1536.2,5085,10602
5,2005,05 February 2005,36,2005.096,1535.49,4904,10500
6,2005,06 February 2005,37,2005.099,1534.79,4882,10398
7,2005,07 February 2005,38,2005.101,1534.09,4950,10466
8,2005,08 February 2005,39,2005.104,1533.46,5384,10349
9,2005,09 February 2005,40,2005.107,1533.09,7322,10238
10,2005,10 February 2005,41,2005.110,1532.94,7390,8572
11,2005,11 February 2005,42,2005.112,1532.78,7273,8534
12,2005,12 February 2005,43,2005.115,1532.57,6845,8500
13,2005,13 February 2005,44,2005.118,1532.45,7554,8500
14,2005,14 February 2005,45,2005.121,1532.4,8072,8466
